INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA001', 'STF8101', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA076', 'STF2444', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA076', 'STF4370', 'Co-pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA077', 'STF3507', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA077', 'STF0360', 'Head Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA077', 'STF4873', 'Ground Crew');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA077', 'STF6201', 'Air Traffic Controller');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA077', 'STF7714', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA078', 'STF4958', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA078', 'STF9076', 'Co-pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA078', 'STF0799', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA078', 'STF2023', 'Head Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA078', 'STF8101', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA079', 'STF6913', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA079', 'STF3741', 'Ground Crew');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA079', 'STF8719', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA079', 'STF5332', 'Co-pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA079', 'STF1990', 'Air Traffic Controller');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA080', 'STF3971', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA080', 'STF8879', 'Head Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA080', 'STF2303', 'Ground Crew');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA080', 'STF2444', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA080', 'STF4370', 'Co-pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA081', 'STF2444', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA081', 'STF4370', 'Co-pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA081', 'STF3507', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA081', 'STF0360', 'Head Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA081', 'STF4873', 'Ground Crew');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA081', 'STF6201', 'Air Traffic Controller');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA082', 'STF7714', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA082', 'STF4958', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA082', 'STF9076', 'Co-pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA082', 'STF0799', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA082', 'STF2023', 'Head Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA082', 'STF8101', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA083', 'STF6913', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA083', 'STF3741', 'Ground Crew');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA083', 'STF8719', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA083', 'STF5332', 'Co-pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA083', 'STF1990', 'Air Traffic Controller');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA084', 'STF3971', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA084', 'STF8879', 'Head Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA084', 'STF2303', 'Ground Crew');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA084', 'STF2444', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA084', 'STF4370', 'Co-pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA085', 'STF3507', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA085', 'STF0360', 'Head Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA085', 'STF4873', 'Ground Crew');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA085', 'STF6201', 'Air Traffic Controller');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA085', 'STF7714', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA086', 'STF4958', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA086', 'STF9076', 'Co-pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA086', 'STF0799', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA086', 'STF2023', 'Head Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA086', 'STF8101', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA087', 'STF6913', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA087', 'STF3741', 'Ground Crew');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA087', 'STF8719', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA087', 'STF5332', 'Co-pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA087', 'STF1990', 'Air Traffic Controller');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA088', 'STF3971', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA088', 'STF8879', 'Head Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA088', 'STF2303', 'Ground Crew');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA088', 'STF2444', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA088', 'STF4370', 'Co-pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA089', 'STF3507', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA089', 'STF0360', 'Head Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA089', 'STF4873', 'Ground Crew');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA089', 'STF6201', 'Air Traffic Controller');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA089', 'STF7714', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA090', 'STF4958', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA090', 'STF9076', 'Co-pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA090', 'STF0799', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA090', 'STF2023', 'Head Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA090', 'STF8101', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA091', 'STF6913', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA091', 'STF3741', 'Ground Crew');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA091', 'STF8719', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA091', 'STF5332', 'Co-pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA091', 'STF1990', 'Air Traffic Controller');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA092', 'STF3971', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA092', 'STF8879', 'Head Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA092', 'STF2303', 'Ground Crew');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA092', 'STF2444', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA092', 'STF4370', 'Co-pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA093', 'STF2444', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA093', 'STF4370', 'Co-pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA093', 'STF3507', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA093', 'STF0360', 'Head Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA093', 'STF4873', 'Ground Crew');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA093', 'STF6201', 'Air Traffic Controller');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA094', 'STF7714', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA094', 'STF4958', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA094', 'STF9076', 'Co-pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA094', 'STF0799', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA094', 'STF2023', 'Head Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA094', 'STF8101', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA095', 'STF6913', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA095', 'STF3741', 'Ground Crew');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA095', 'STF8719', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA095', 'STF5332', 'Co-pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA095', 'STF1990', 'Air Traffic Controller');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA096', 'STF3971', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA096', 'STF8879', 'Head Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA096', 'STF2303', 'Ground Crew');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA096', 'STF2444', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA096', 'STF4370', 'Co-pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA097', 'STF3507', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA097', 'STF0360', 'Head Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA097', 'STF4873', 'Ground Crew');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA097', 'STF6201', 'Air Traffic Controller');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA097', 'STF7714', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA098', 'STF4958', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA098', 'STF9076', 'Co-pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA098', 'STF0799', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA098', 'STF2023', 'Head Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA098', 'STF8101', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA099', 'STF6913', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA099', 'STF3741', 'Ground Crew');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA099', 'STF8719', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA099', 'STF5332', 'Co-pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA099', 'STF1990', 'Air Traffic Controller');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA100', 'STF3971', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA100', 'STF8879', 'Head Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA100', 'STF2303', 'Ground Crew');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA100', 'STF2444', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA100', 'STF4370', 'Co-pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA101', 'STF3507', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA101', 'STF0360', 'Head Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA101', 'STF4873', 'Ground Crew');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA101', 'STF6201', 'Air Traffic Controller');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA101', 'STF7714', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA102', 'STF4958', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA102', 'STF9076', 'Co-pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA102', 'STF0799', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA102', 'STF2023', 'Head Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA102', 'STF8101', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA103', 'STF6913', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA103', 'STF3741', 'Ground Crew');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA103', 'STF8719', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA103', 'STF5332', 'Co-pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA103', 'STF1990', 'Air Traffic Controller');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA104', 'STF3971', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA104', 'STF8879', 'Head Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA104', 'STF2303', 'Ground Crew');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA104', 'STF2444', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA104', 'STF4370', 'Co-pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA105', 'STF3507', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA105', 'STF0360', 'Head Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA105', 'STF4873', 'Ground Crew');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA105', 'STF6201', 'Air Traffic Controller');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA105', 'STF7714', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA106', 'STF4958', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA106', 'STF9076', 'Co-pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA106', 'STF0799', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA106', 'STF2023', 'Head Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA106', 'STF8101', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA107', 'STF2444', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA107', 'STF4370', 'Co-pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA107', 'STF3507', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA107', 'STF0360', 'Head Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA107', 'STF4873', 'Ground Crew');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA107', 'STF6201', 'Air Traffic Controller');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA108', 'STF7714', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA108', 'STF4958', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA108', 'STF9076', 'Co-pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA108', 'STF0799', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA108', 'STF2023', 'Head Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA108', 'STF8101', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA109', 'STF6913', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA109', 'STF3741', 'Ground Crew');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA109', 'STF8719', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA109', 'STF5332', 'Co-pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA109', 'STF1990', 'Air Traffic Controller');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA110', 'STF3971', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA110', 'STF8879', 'Head Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA110', 'STF2303', 'Ground Crew');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA110', 'STF2444', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA110', 'STF4370', 'Co-pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA111', 'STF3507', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA111', 'STF0360', 'Head Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA111', 'STF4873', 'Ground Crew');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA111', 'STF6201', 'Air Traffic Controller');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA111', 'STF7714', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA112', 'STF4958', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA112', 'STF9076', 'Co-pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA112', 'STF0799', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA112', 'STF2023', 'Head Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA112', 'STF8101', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA113', 'STF6913', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA113', 'STF3741', 'Ground Crew');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA113', 'STF8719', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA113', 'STF5332', 'Co-pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA113', 'STF1990', 'Air Traffic Controller');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA114', 'STF3971', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA114', 'STF8879', 'Head Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA114', 'STF2303', 'Ground Crew');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA114', 'STF2444', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA114', 'STF4370', 'Co-pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA115', 'STF3507', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA115', 'STF0360', 'Head Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA115', 'STF4873', 'Ground Crew');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA115', 'STF6201', 'Air Traffic Controller');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA115', 'STF7714', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA116', 'STF4958', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA116', 'STF9076', 'Co-pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA116', 'STF0799', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA116', 'STF2023', 'Head Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA116', 'STF8101', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA117', 'STF6913', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA117', 'STF3741', 'Ground Crew');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA117', 'STF8719', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA117', 'STF5332', 'Co-pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA117', 'STF1990', 'Air Traffic Controller');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA118', 'STF3971', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA118', 'STF8879', 'Head Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA118', 'STF2303', 'Ground Crew');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA118', 'STF2444', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA118', 'STF4370', 'Co-pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA119', 'STF3507', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA119', 'STF0360', 'Head Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA119', 'STF4873', 'Ground Crew');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA119', 'STF6201', 'Air Traffic Controller');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA119', 'STF7714', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA120', 'STF4958', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA120', 'STF9076', 'Co-pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA120', 'STF0799', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA120', 'STF2023', 'Head Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA120', 'STF8101', 'Pilot');
